auth_false,net_traffic,net_traffic_auth,net_users,auth_store,train,route,routes_route,ip_count,auth_count,service_availability,vpn_ip,id,depart,arrive,train_name,p_count,count,real_route,route_arrival,station_of_departure,station_of_arrival,equipment,cron,availability,route_current,code,type,films_count,films_available,get_carriage,cont_users,actual_carriage,scan_carriage,rdl_api_version,comment_c,service_status_auth,service_status_nginx,service_status_dhcpd,service_status_ipcad,service_status_squid,source_car,auth_version,daemon_version,content_music,content_books,content_audio_book,content_films,content_press,http_codes_200,http_codes_404,http_codes_404_percent,core_version,docker_status,dockers_errors,dockers_errors_status,temp,temp_second
,,,,,025-16862,071Г,071Г,,,,,636471,2021-12-27T21:15:00,2021-12-28T10:40:00,,,1,,,ЧЕБОКСАРЫ,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,825С,825С,,,,,636450,2021-12-27T21:15:00,2021-12-27T21:41:00,,,1,,,БЕЛОРЕЧЕНСК,МАЙКОП,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2333957132,1355206210,50,27,076-16089,071Е,071Е,133,27,0,192.168.219.142,636700,2021-12-27T21:18:00,2021-12-29T08:40:00,076-16089,334,221,071Е,"2021-12-29T08:40:00 334
",ЕКАТЕРИН-ПАС,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)","Incarnet 528",1,2021-12-28T13:39:19,071Е,1,SPECIAL,0,,0,7,15,0,2.4.1,4,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,1166,127,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
5,2078242666,1702307728,60,23,080-16008,013У,013У,33,23,0,192.168.218.41,636211,2021-12-27T21:20:00,2021-12-29T06:20:00,080-16008,649,360,013У,"2021-12-28T06:20:00 277
2021-12-29T06:20:00 372
",ЧЕЛЯБИНСК-ГЛ,МОСКВА-П-КАЗ,"Incarnet 649",1,2021-12-28T13:39:35,013У,1,SPECIAL,0,,0,10,14,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,1005,15,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
4,4842626616,4037008269,95,38,051-16256,030Й,030Й,292,39,0,192.168.218.242,636250,2021-12-27T21:20:00,2021-12-28T18:40:00,051-16256,307,753,030Й,"2021-12-28T18:40:00 307
",НОВОРОССИЙСК,МОСКВА-П-КАЗ,"Incarnet 441",1,2021-12-28T13:44:39,030Й,1,SPECIAL,0,,0,17,14,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,737,197,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,001-16608,029У,029У,,,,,636208,2021-12-27T21:20:00,2021-12-28T14:00:00,,,1,,,СПБ-ГЛАВНЫЙ,БЕЛГОРОД,"Incarnet 547",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,002-17109,332Й,332Й,,,,,636461,2021-12-27T21:21:00,2021-12-29T23:23:00,,,1,,,УФА,"НОВ УРЕНГОЙ",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
9,9127266515,6203511156,129,75,080-16032,014Е,014Е,86,75,0,192.168.218.153,636210,2021-12-27T21:22:00,2021-12-29T05:08:00,080-16032,1311,611,014Е,"2021-12-28T05:08:00 590
2021-12-29T05:08:00 721
",МОСКВА-П-КАЗ,ЧЕЛЯБИНСК-ГЛ,"Incarnet 555",1,2021-12-28T13:42:08,014Е,1,SPECIAL,0,,0,26,16,0,2.4.1,2,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,826,15,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
10,3829602836,3695145937,325,153,001-16657,022Ч,022Ч,238,165,0,192.168.216.154,636221,2021-12-27T21:24:00,2021-12-28T21:21:00,001-16657,1870,338,022Ч,"2021-12-27T21:21:00 850
2021-12-28T21:21:00 1020
","ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",МУРМАНСК,"Incarnet 687",1,2021-12-28T13:33:07,022Ч,1,SPECIAL,0,,0,43,15,1,2.4.1,2,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,4687,105,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
8,4855333358,4841845840,88,41,064-17372,052М,052М,64,50,0,192.168.218.37,636263,2021-12-27T21:35:00,2021-12-28T07:53:00,064-17372,224,459,052М,"2021-12-28T07:53:00 224
","ПЕНЗА I",МОСКВА-П-КАЗ,"Incarnet 560",1,2021-12-28T13:44:01,052М,1,SPECIAL,0,,0,0,14,3,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,76,14,0,5.15.11-1.el7.elrepo.x86_64,,,,,
,,,,,022-10995,091В,091В,,,,,636689,2021-12-27T21:40:00,2021-12-28T09:09:00,,,1,,,"СТАРЫЙ ОСКОЛ",ЧЕРКИЗОВО,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,051-16207,061Ч,061Ч,,,,,636407,2021-12-27T21:42:00,2021-12-29T10:24:00,,,1,,,МОСКВА-П-ПАВ,НАЛЬЧИК,"Incarnet 415",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,080-16958,610Е,610Е,,,,,636373,2021-12-27T21:42:00,2021-12-28T09:39:00,,,1,,,ЕКАТЕРИН-ПАС,УСТЬЕ-АХА,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
2,702629711,692967039,42,23,051-16157,042Й,042Й,131,26,0,192.168.217.241,636253,2021-12-27T21:50:00,2021-12-28T07:05:00,051-16157,439,363,042Й,"2021-12-28T07:05:00 439
",МОСКВА-П-КАЗ,САРАНСК,"Incarnet 000",1,2021-12-28T07:07:28,042Й,1,SPECIAL,0,,0,4,15,0,2.4.1,2,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,227,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,077-16301,225Ж,225Ж,,,,,636693,2021-12-27T21:50:00,2021-12-28T09:05:00,,,1,,,ИЖЕВСК,ЕКАТЕРИН-ПАС,"Incarnet 000",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
10,4674659368,1936944373,195,81,018-16180,042В,042В,110,90,0,192.168.219.89,636403,2021-12-27T21:50:00,2021-12-29T14:35:00,018-16180,1709,234,042В,"2021-12-28T14:35:00 866
2021-12-29T14:35:00 843
",МОСКВА-П-ЯР,ВОРКУТА,"Incarnet 000",1,2021-12-28T12:23:16,042В,1,SPECIAL,0,,0,32,16,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,1755,21,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,052-15827,312Э,312Э,,,,,636458,2021-12-27T21:55:00,2021-12-28T05:17:00,,,1,,,НОВОРОССИЙСК,РОСТОВ-ГЛ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
11,10589918610,10559846592,171,91,001-16582,025А,025А,172,98,0,192.168.217.88,636224,2021-12-27T21:55:00,2021-12-28T06:04:00,001-16582,633,371,025А,"2021-12-28T06:04:00 633
",СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,"Incarnet 697",1,2021-12-28T13:44:27,025А,1,SPECIAL,0,,0,0,14,2,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,0,0,0,5.15.11-1.el7.elrepo.x86_64,,,,,
7,7953060359,7920766214,147,84,001-16558,026А,026А,130,89,0,192.168.216.177,636225,2021-12-27T21:55:00,2021-12-28T06:06:00,001-16558,495,390,026А,"2021-12-28T06:06:00 495
",МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,"Incarnet 000",1,2021-12-28T12:48:09,,1,SPECIAL,0,,0,0,12,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,0,0,0,5.14.8-1.el7.elrepo.x86_64,,,,,
14,3157556898,2894656565,143,73,001-16640,017А,017А,111,81,0,192.168.217.176,636218,2021-12-27T22:00:00,2021-12-28T08:50:00,001-16640,352,335,017А,"2021-12-28T08:50:00 352
",ПЕТРОЗАВОДСК,МОСКВА-П-ОКТ,"Incarnet 512",1,2021-12-28T13:44:28,017А,1,SPECIAL,0,,0,0,13,0,2.4.1,2,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,243,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
6,2814378206,445889550,94,47,058-16004,031Ч,031Ч,86,51,0,,636240,2021-12-27T22:00:00,2021-12-28T07:30:00,058-16004,514,381,031Ч,"2021-12-28T07:30:00 514
",МОСКВА-П-ПАВ,"ТАМБОВ I","Incarnet 445",1,2021-12-28T13:44:12,031Ч,1,SPECIAL,0,,0,0,16,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,69,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,083-16192,635Н,635Н,,,,,636382,2021-12-27T22:00:00,2021-12-28T03:54:00,,,1,,,"БЕЛЫЙ ЯР","ТОМСК II",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
2,631183105,168346142,28,11,076-16006,445С,445С,60,11,0,192.168.219.36,636457,2021-12-27T22:01:00,2021-12-30T10:22:00,076-16006,1676,624,445С,"2021-12-28T10:22:00 804
2021-12-30T10:22:00 872
",КИСЛОВОДСК,ЕКАТЕРИН-ПАС,"Incarnet 423",1,2021-12-28T13:43:47,445С,1,SPECIAL,0,,0,5,12,4,2.4.1,2,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,77,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,028-16809,662Э,662Э,,,,,636400,2021-12-27T22:05:00,2021-12-28T08:21:00,,,1,,,МОСКВА-П-ЯР,КИНЕШМА,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,003-16042,042А,042А,,,,,636252,2021-12-27T22:07:00,2021-12-28T06:24:00,,,1,,,МОСКВА-П-ОКТ,"ВЕЛ НОВГОРОД",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,013-16124,001Б,001Б,,,,,636186,2021-12-27T22:10:00,2021-12-28T07:25:00,,,1,,,МОСКВА-П-СМОЛ,МИНСК-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
1,5458973182,4333370384,59,41,058-16608,072В,072В,58,43,0,192.168.217.100,636282,2021-12-27T22:10:00,2021-12-28T08:03:00,058-16608,254,427,072В,"2021-12-28T08:03:00 254
",БЕЛГОРОД,ЧЕРКИЗОВО,"Incarnet 706",1,2021-12-28T13:44:16,072В,1,SPECIAL,0,,0,0,18,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,74,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,000-00000,002Б,002Б,,,,,636187,2021-12-27T22:10:00,2021-12-28T08:15:00,,,1,,,МИНСК-ПАС,МОСКВА-П-СМОЛ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,004-16198,043А,043А,,,,,636707,2021-12-27T22:11:00,2021-12-28T10:04:00,,,1,,,СПБ-ГЛАВНЫЙ,"КОСТРОМА НОВ",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
1,28164128,0,34,,001-16202,007М,007М,37,1,0,192.168.217.239,636467,2021-12-27T22:17:00,2021-12-28T10:31:00,001-16202,462,12,007М,"2019-10-28T10:28:00 462
",МОСКВА-П-СМОЛ,БРЕСТ-ЦЕНТР,"Incarnet 508",1,2021-12-28T13:44:29,030Ч,1,BRANDED,0,,0,0,10,4,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,25,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,083-17406,687Н,687Н,,,,,636612,2021-12-27T22:25:00,2021-12-28T03:18:00,,,1,,,СКОВОРОДИНО,ТЫНДА,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,052-15876,238Я,238Я,,,,,636246,2021-12-27T22:25:00,2021-12-28T12:25:00,,,1,,,МОСКВА-П-ЯР,КИРОВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,088-16738,078Е,078Е,,,,,636634,2021-12-27T22:25:00,2021-12-30T03:10:00,,,1,,,"ПЕРМЬ II",АБАКАН,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,021-15863,098М,098М,,,,,636597,2021-12-27T22:30:00,2021-12-28T00:50:00,,,1,,,КУРСК,ОРЕЛ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,001-16681,028А,028А,,,,,636233,2021-12-27T22:30:00,2021-12-28T06:40:00,,,1,,,МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,"Incarnet 705",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,061-16842,239Ж,239Ж,,,,,636432,2021-12-27T22:30:00,2021-12-28T14:35:00,,,1,,,"САРАТОВ I-ПАС",МОСКВА-П-ПАВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,052-15918,677А,677А,,,,,636376,2021-12-27T22:30:00,2021-12-28T07:32:00,,,1,,,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)","ВЕЛИКИЕ ЛУКИ",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,001-16145,027А,027А,,,,,636232,2021-12-27T22:31:00,2021-12-28T06:45:00,,,1,,,СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,60034982,56054544,8,5,es1p-012,816Я,816Я,8,166,0,,636650,2021-12-27T22:40:00,2021-12-28T02:10:00,es1p-012,0,88,,,ПСКОВ-ПАС,СПБ-БАЛТИЙСКИЙ,LASTA,1,2021-12-28T13:14:36,,,LASTA,40,,0,0,0,0,,4,,,,,,set,,,0,0,0,0,0,0,0,0,,1,,,,
,,,,,063-17069,240Э,240Э,,,,,636723,2021-12-27T22:40:00,2021-12-29T01:01:00,,,1,,,МОСКВА-П-КАЗ,УФА,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,022-11217,085Ч,085Ч,,,,,636405,2021-12-27T22:41:00,2021-12-28T10:44:00,,,1,,,МОСКВА-П-КИЕВ,КЛИМОВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,024-16972,295Г,295Г,,,,,636729,2021-12-27T22:42:00,2021-12-28T12:58:00,,,1,,,КАЗАНЬ,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
6,2170082198,755184685,58,28,028-16361,126Ч,126Ч,43,28,0,192.168.218.84,636308,2021-12-27T22:45:00,2021-12-28T09:12:00,028-16361,366,474,126Ч,"2021-12-28T09:12:00 366
","ЧЕРЕПОВЕЦ I",МОСКВА-П-ЯР,"Incarnet 663",1,2021-12-28T13:44:55,126Ч,1,SPECIAL,0,,0,0,12,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,77,14,0,5.15.10-1.el7.elrepo.x86_64,1,,,,
,,,,,001-16566,019У,019У,,,,,636453,2021-12-27T22:50:00,2021-12-28T07:07:00,,,1,,,СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
16,6494734054,6456709578,160,67,051-16058,024М,024М,611,73,0,192.168.218.55,636549,2021-12-27T22:50:00,2021-12-28T10:48:00,051-16058,693,435,024М,"2021-12-28T10:48:00 693
",МОСКВА-П-КАЗ,КАЗАНЬ,"Incarnet 534",1,2021-12-28T13:43:39,024М,1,SPECIAL,0,,0,0,14,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,73,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,083-17323,638Н,638Н,,,,,636680,2021-12-27T22:51:00,2021-12-28T05:31:00,,,1,,,НОВОСИБ-ГЛАВ,"ТОМСК II","Incarnet ",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,623Т,623Т,,,,,636364,2021-12-27T23:00:00,2021-12-28T07:04:00,,,1,,,"НУР-СУЛТАН-НУРЛЫ ЖОЛ",ПЕТРОПАВЛОВСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,051-13592,297С,297С,,,,,636512,2021-12-27T23:05:00,2021-12-29T12:09:00,,,1,,,ВЛАДИКАВКАЗ,МОСКВА-П-ПАВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,080-17071,690У,690У,,,,,636591,2021-12-27T23:05:00,2021-12-28T04:23:00,,,1,,,ЕКАТЕРИН-ПАС,ЧЕЛЯБИНСК-ГЛ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,088-16647,068Ы,068Ы,,,,,636276,2021-12-27T23:05:00,2021-12-31T01:35:00,,,1,,,МОСКВА-П-ЯР,АБАКАН,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,061-16933,107Ж,107Ж,,,,,636328,2021-12-27T23:10:00,2021-12-30T14:12:00,,,1,,,"ВОЛГОГРАД I","НИЖНЕВАРТ I",,,,,,SPECIAL,,,,,,,,1,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,684Ч,684Ч,,,,,636507,2021-12-27T23:10:00,2021-12-28T01:31:00,,,1,,,БОРЗЯ,ЗАБАЙКАЛЬСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,052-14903,534С,534С,,,,,636306,2021-12-27T23:16:00,2021-12-29T14:26:00,,,1,,,АДЛЕР,МОСКВА-П-ПАВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
3,467707372,29039651,35,8,061-16057,109Ж,109Ж,22,6,0,192.168.219.83,636300,2021-12-27T23:20:00,2021-12-29T12:25:00,061-16057,884,58,109Ж,"2021-12-28T12:25:00 372
2021-12-29T12:25:00 512
","АСТРАХАНЬ I",СПБ-ГЛАВНЫЙ,"Incarnet 732",1,2021-12-28T11:28:10,109Ж,1,SPECIAL,0,,0,1,15,0,2.4.1,4,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,2000,50,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,028-13400,148Я,148Я,,,,,636311,2021-12-27T23:20:00,2021-12-28T05:02:00,,,1,,,МОСКВА-П-ЯР,"КОСТРОМА НОВ",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,022-11100,044М,044М,,,,,636396,2021-12-27T23:20:00,2021-12-29T10:06:00,,,1,,,МОСКВА-П-КАЗ,"ИМЕРЕТ КУРОРТ",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,014-16304,027Б,027Б,,,,,636230,2021-12-27T23:30:00,2021-12-28T14:37:00,,,1,,,МОСКВА-П-СМОЛ,БРЕСТ-ЦЕНТР,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
4,4124489517,3950530988,51,34,003-16687,003А,003А,49,36,0,192.168.219.62,636193,2021-12-27T23:30:00,2021-12-28T08:30:00,003-16687,168,508,003А,"2021-12-28T08:30:00 168
",СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,"Incarnet 459",1,2021-12-28T13:44:42,003А,1,SPECIAL,0,,0,0,0,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,83,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
2,1158869640,600382105,20,7,003-16703,004А,004А,16,9,0,,636194,2021-12-27T23:30:00,2021-12-28T08:30:00,003-16703,56,438,004А,"2021-12-28T08:30:00 56
",МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,"Incarnet 598",1,2021-12-28T13:44:24,004А,1,SPECIAL,0,,0,0,0,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,76,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,003-16661,054Ч,054Ч,,,,,636258,2021-12-27T23:40:00,2021-12-28T08:36:00,,,1,,,МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,697Г,697Г,,,,,636419,2021-12-27T23:40:00,2021-12-28T00:25:00,,,1,,,ИЖЕВСК,АГРЫЗ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,024-17053,148М,148М,,,,,636676,2021-12-27T23:40:00,2021-12-28T12:54:00,,,1,,,МОСКВА-П-КАЗ,КАЗАНЬ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,028-16841,147Я,147Я,,,,,636312,2021-12-27T23:41:00,2021-12-28T05:43:00,,,1,,,"КОСТРОМА НОВ",МОСКВА-П-ЯР,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,022-10888,062М,062М,,,,,636656,2021-12-27T23:45:00,2022-01-03T00:07:00,,,1,,,МОСКВА-П-ЯР,ВЛАДИВОСТОК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,003-16653,053Ч,053Ч,,,,,636257,2021-12-27T23:49:00,2021-12-28T08:14:00,,,1,,,СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,085-16973,092М,092М,,,,,636642,2021-12-27T23:50:00,2021-12-29T11:15:00,,,1,,,МОСКВА-П-КАЗ,СЕВАСТОПОЛЬ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
5,1894515741,1889815420,46,27,003-16604,002А,002А,46,27,0,192.168.217.212,636183,2021-12-27T23:55:00,2021-12-28T07:55:00,003-16604,133,442,002А,"2021-12-28T07:55:00 133
",МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,"Incarnet 693",1,2021-12-28T13:44:46,002А,1,SPECIAL,0,,0,0,16,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,83,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
2,101996161,0,20,3,026-16977,036Э,036Э,34,3,0,192.168.216.59,636248,2021-12-27T23:55:00,2021-12-28T06:28:00,026-16977,272,170,036Э,"2021-12-28T06:28:00 272
",МОСКВА-П-ЯР,Н.НОВГОРОД-МОСК,"Incarnet 538",1,2021-12-28T13:38:21,036Э,1,SPECIAL,0,,0,0,11,0,2.4.1,1,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,63,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
4,2118616058,2090377021,49,20,003-16612,001А,001А,77,20,0,192.168.219.81,636182,2021-12-27T23:55:00,2021-12-28T07:55:00,003-16612,195,408,001А,"2021-12-28T07:55:00 195
",СПБ-ГЛАВНЫЙ,МОСКВА-П-ОКТ,"Incarnet 714",1,2021-12-28T13:44:58,001А,1,SPECIAL,0,,0,0,16,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,77,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,028-13574,295Я,295Я,,,,,636736,2021-12-27T23:58:00,2021-12-28T19:58:00,,,1,,,КОТЛАС-ЮЖ,МОСКВА-П-ЯР,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,028-16015,677Я,677Я,,,,,636947,2021-12-28T00:09:00,2021-12-28T07:28:00,,,1,,,КОСЛАН,СЫКТЫВКАР,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,072Г,072Г,,,,,637049,2021-12-28T00:10:00,2021-12-28T13:28:00,,,1,,,МОСКВА-П-КАЗ,ЧЕБОКСАРЫ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,022-10953,119А,119А,,,,,637089,2021-12-28T00:12:00,2021-12-28T23:38:00,,,1,,,СПБ-ГЛАВНЫЙ,БЕЛГОРОД,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
3,6524573330,6465402697,134,79,019-77842,713В,713В,71,91,0,192.168.219.66,637248,2021-12-28T00:20:00,2021-12-28T20:00:00,019-77842,311,524,713В,"2021-12-28T20:00:00 311
","ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",САМАРА,"Incarnet 402",1,2021-12-28T13:44:29,713В,1,SPECIAL,0,,0,21,16,0,2.4.1,1,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,528,17,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,001-16574,020У,020У,,,,,637026,2021-12-28T00:20:00,2021-12-28T08:59:00,,,1,,,МОСКВА-П-ОКТ,СПБ-ГЛАВНЫЙ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,077-16376,263У,263У,,,,,637239,2021-12-28T00:24:00,2021-12-28T14:11:00,,,1,,,ОРСК,САМАРА,"Incarnet 540",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,052-16684,126Э,126Э,,,,,636896,2021-12-28T00:30:00,2021-12-29T06:45:00,,,1,,,МОСКВА-П-КАЗ,НОВОРОССИЙСК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
9,6255025300,4672492599,108,67,098-16638,002Э,002Э,69,69,0,192.168.217.159,636744,2021-12-28T00:35:00,2022-01-03T23:03:00,098-16638,16245,405,002Э,"2022-01-01T23:03:00 2241
2022-01-02T23:03:00 2647
2022-01-03T23:03:00 2263
2021-12-28T23:03:00 1761
2021-12-29T23:03:00 2471
2021-12-30T23:03:00 2323
2021-12-31T23:03:00 2539
",МОСКВА-П-ЯР,ВЛАДИВОСТОК,"Incarnet 2009",1,2021-12-28T13:44:00,002Э,1,SPECIAL,0,,0,15,13,0,2.4.1,1,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,2240,34,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
